Case Number,Date,Year,Sex,Type,Species,Country,Area,Location,Activity,Age,Fatal (Y/N),Time,Month
1949.01.23,1949-01-23,1949.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,"Bar Beach, Newcastle ",OTHER,20.0,Y,afternoon,Jan
1950.07.27.R,1950-07-27,1950.0,,Provoked,WHITE SHARK,AUSTRALIA,South Australia,Streaky Bay,FISHING,,N,Unspecified,Jul
2010.05.18.a,2010-05-18,2010.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Point Plomer,SURFING,,N,afternoon,May
1951.03.24,1951-03-24,1951.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Sydney,OTHER,,N,Unspecified,Mar
2009.12.20.a,2009-12-20,2009.0,M,Unprovoked,BULL SHARK,AUSTRALIA,Queensland,Lamont Reef,SPEARFISHING,18.0,N,day-morning,Dec
2009.12.20.b,2009-12-20,2009.0,M,Provoked,Unknown,AUSTRALIA,Queensland,Mudjimba Island,ON BOAT,,N,day-morning,Dec
2009.12.26,2009-12-26,2009.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,Avoca Beach,SWIMMING,55.0,N,day-morning,Dec
1951.02.03,1951-02-03,1951.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",OTHER,20.0,N,Unspecified,Feb
2010.01.09.d,2010-01-09,2010.0,F,Unprovoked,REEF SHARK,AUSTRALIA,Torres Strait,Thursday Island,SNORKELING,9.0,N,Unspecified,Jan
2010.01.22.a,2010-01-22,2010.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Geelong,SURFING,,N,day-morning,Jan
2010.01.27,2010-01-27,2010.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Archie's Beach,SURFING,,N,afternoon,Jan
1951.02.01,1951-02-01,1951.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Bondi Beach,SWIMMING,14.0,N,Unspecified,Feb
1950.10.04,1950-10-04,1950.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Peterson's Beach, Sarina",FISHING,25.0,N,night,Oct
1951.01.03,1951-01-03,1951.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Hawkesbury River,,,Unknown,Unspecified,Jan
1989.10.22,1989-10-22,1989.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Tasmania,Shelly Point ,SURFING,17.0,N,afternoon,Oct
2010.02.11,2010-02-11,2010.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",SURFING,46.0,N,day-morning,Feb
2010.02.13,2010-02-13,2010.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Dent Island, Whitsundays",SNORKELING,60.0,N,afternoon,Feb
1950.12.31,1950-12-31,1950.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,Queensland,Kirra,OTHER,19.0,N,Unspecified,Dec
1989.11.02,1989-11-02,1989.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Mermaid Waters,OTHER,10.0,N,Unspecified,Nov
1950.12.19.R,1950-12-19,1950.0,,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Jervis Bay,SWIMMING,,N,Unspecified,Dec
1950.12.16,1950-12-16,1950.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",FLOATING,20.0,Y,afternoon,Dec
1950.11.25,1950-11-25,1950.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Queensland,"Burleigh Heads, Brisbane",BODY BOARDING,21.0,N,afternoon,Nov
1950.11.12,1950-11-12,1950.0,M,Provoked,Unknown,AUSTRALIA,Queensland,Yeppoon,OTHER,18.0,N,Unspecified,Nov
2010.02.06.b,2010-02-06,2010.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,Turners' Beach,BODY BOARDING,18.0,N,afternoon,Feb
2011.12.07.a,2011-12-07,2011.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Maroubra,SURFING,14.0,N,Unspecified,Dec
1941.02.13.,1941-02-13,1941.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,Wollongong,FISHING,34.0,N,Unspecified,Feb
2011.12.11,2011-12-11,2011.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,Angourie,SURFING,51.0,N,night-morning,Dec
1935.01.24.a,1935-01-24,1935.0,,Provoked,Unknown,AUSTRALIA,Queensland,"Ross River, Townsville",SHARK RELATED ACTIVITY,,N,Unspecified,Jan
1935.01.17,1935-01-17,1935.0,M,Unspecified,Unknown,AUSTRALIA,Queensland,"Seaforth River, near MacKay",,5.0,Unknown,Unspecified,Jan
1934.12.31.b,1934-12-31,1934.0,F,Unprovoked,TIGER SHARK,AUSTRALIA,New South Wales,George’s River at Kentucky,OTHER,13.0,N,night,Dec
1934.12.31.a,1934-12-31,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales," St. George’s River at Moorebank, near Milperra Bridge",OTHER,19.0,Y,afternoon,Dec
2013.06.06.a,2013-06-06,2013.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Target Beach,SURFING,,N,afternoon,Jun
1934.12.23.b,1934-12-23,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,OTHER,14.0,Y,afternoon,Dec
1934.12.23.a,1934-10-23,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,OTHER,12.0,N,afternoon,Oct
1934.10.02,1934-10-22,1934.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Warrior Reefs,OTHER,,Y,Unspecified,Oct
1991.08.30,1991-08-30,1991.0,M,Provoked,Unknown,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",OTHER,36.0,N,afternoon,Aug
1934.08.26,1934-08-26,1934.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,OTHER,,Y,Unspecified,Aug
1934.07.11,1934-07-11,1934.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Cronulla,FISHING,,N,Unspecified,Jul
1934.06.21,1934-06-21,1934.0,M,Provoked,NOSED SHARK,AUSTRALIA,New South Wales,Off Mooloolabah,FISHING,,N,night,Jun
1934.04.15,1934-04-15,1934.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",BODY BOARDING,34.0,N,day-morning,Apr
1934.04.01.a,1934-04-01,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,North Steyne,OTHER,15.0,Y,afternoon,Apr
2013.07.02,2013-07-02,2013.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",BODY BOARDING,29.0,N,Unspecified,Jul
1934.03.12,1934-03-12,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",OTHER,17.0,Y,afternoon,Mar
1934.03.00,,1934.0,,Provoked,MAKO SHARK,AUSTRALIA,New South Wales,Cronulla,FISHING,,N,Unspecified,Mar
1934.02.24,1934-02-24,1934.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Torres Strait,Adolphus Channel,OTHER,,N,afternoon,Feb
1934.01.27,1934-01-27,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)",OTHER,15.0,N,Unspecified,Jan
2013.04.28,2013-04-28,2013.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,Emerald Beach,FISHING,,N,Unspecified,Apr
2013.04.21,2013-04-21,2013.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,New South Wales,Crowdy Head,FISHING,51.0,N,afternoon,Apr
1935.01.24.b,1935-01-24,1935.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",FISHING,,N,Unspecified,Jan
1935.02.14,1935-02-14,1935.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Austinmer,OTHER,20.0,N,afternoon,Feb
1935.08.26,1935-08-26,1935.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"At Flat Top, near Mackay",OTHER,38.0,Y,night,Aug
2013.01.05,2013-01-05,2013.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Near Legendre Island,OTHER,26.0,N,day-morning,Jan
1935.08.13,1935-08-13,1935.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",OTHER,,Y,Unspecified,Aug
2013.01.21.R,2013-01-21,2013.0,M,Unspecified,Unknown,AUSTRALIA,Queensland,Bullcock Beach,OTHER,62.0,Unknown,Unspecified,Jan
2013.01.25,2013-01-25,2013.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Noosa,SURFING,,N,Unspecified,Jan
2013.01.26,2013-01-26,2013.0,M,Provoked,WHITE SHARK,AUSTRALIA,Victoria,Cape Nelson,FISHING,,N,Unspecified,Jan
1991.01.19,1991-01-19,1991.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Mermaid Waters,SWIMMING,35.0,N,day-morning,Jan
1935.06.00.b,,1935.0,,Provoked,Unknown,AUSTRALIA,South Australia,Off Port Broughton,,,N,Unspecified,Jun
1935.05.12,1935-05-12,1935.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,DIVING,,N,Unspecified,May
1934.01.07,1934-01-07,1934.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Queenscliff,OTHER,22.0,N,afternoon,Jan
1991.03.03,1991-03-03,1991.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,New South Wales,Bass Point,DIVING,18.0,N,Unspecified,Mar
2013.03.10.b,2013-03-10,2013.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,Western Australia,African Reef off Geraldton,SPEARFISHING,28.0,N,day-morning,Mar
1935.03.30,1935-03-30,1935.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Barrier Reef off Mackay,OTHER,,N,afternoon,Mar
1935.03.20,1935-03-20,1935.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,OTHER,,N,Unspecified,Mar
1935.03.13,1935-03-13,1935.0,M,Provoked,NOSE SHARK,AUSTRALIA,Queensland,Pimpana River,OTHER,38.0,N,Unspecified,Mar
2013.03.31,2013-03-31,2013.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Terrigal Beach,SURFING,47.0,Unknown,Unspecified,Mar
1935.03.11,1935-03-11,1935.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Newcastle,SURFING,,N,Unspecified,Mar
2013.04.02.R,2013-04-02,2013.0,M,Unspecified,Unknown,AUSTRALIA,Western Australia,Perth,,24.0,Unknown,Unspecified,Apr
1935.03.09,1935-03-09,1935.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,Maroubra Beach,SWIMMING,27.0,Y,afternoon,Mar
1935.03.02,1935-03-02,1935.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,North Narrabeen Beach,BATHING,22.0,Y,afternoon,Mar
1935.04.25,1935-04-25,1935.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Coogee,OTHER,40.0,Unknown,Unspecified,Apr
1933.11.20,1933-11-20,1933.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Torres Strait,Near Boydong Cay,OTHER,,Y,Unspecified,Nov
1933.11.18,1933-11-18,1933.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,Near Barrow Point,DIVING,17.0,N,Unspecified,Nov
1933.10.25.R,1933-10-25,1933.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Off Bloomfield River,DIVING,,N,Unspecified,Oct
1931.03.22,1931-03-22,1931.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Ross River, Townsville",OTHER,19.0,Y,Unspecified,Mar
1931.03.06,1931-03-06,1931.0,M,Provoked,COCKTAIL SHARK,AUSTRALIA,South Australia,Encounter Bay,OTHER,,N,Unspecified,Mar
2013.10.24,2013-10-24,2013.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,South Narrabeen Beach,SURFING,41.0,N,night,Oct
2013.10.26.a,2013-10-26,2013.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,"Little Island, near Hillarys",OTHER,,N,day-morning,Oct
2013.10.28,2013-10-28,2013.0,F,Unprovoked,REEF SHARK,AUSTRALIA,Western Australia,Turquoise Bay,SNORKELING,60.0,N,afternoon,Oct
1931.02.10,1931-02-10,1931.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Maroubra Beach,SWIMMING,39.0,Unknown,night-morning,Feb
1931.01.24,1931-01-24,1931.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Near Thursday Island,,,N,Unspecified,Jan
1931.01.14,1931-01-14,1931.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,,DIVING,,N,Unspecified,Jan
2013.11.12,2013-11-12,2013.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,"Trigg Beach, Perth",SURFING,,N,afternoon,Nov
1931.05.02,1931-05-02,1931.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Kempsey,,,N,Unspecified,May
1931.01.07,1931-01-07,1931.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",SWIMMING,18.0,N,afternoon,Jan
1930.12.25,1930-12-25,1930.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",SWIMMING,49.0,N,afternoon,Dec
2013.11.30,2013-11-30,2013.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach, ",BODY BOARDING,19.0,Y,afternoon,Nov
1930.12.13,1930-12-13,1930.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",FELL INTO THE WATER,,Y,Unspecified,Dec
2013.12.05,2013-12-05,2013.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",SURFING,26.0,N,night,Dec
1930.12.02,1930-12-02,1930.0,,Provoked,Unknown,AUSTRALIA,Victoria,Rosebud,FISHING,,N,Unspecified,Dec
1930.12.00,,1930.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Parramata River,,,Y,Unspecified,Dec
1930.11.30,1930-11-30,1930.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",OTHER,,N,Unspecified,Nov
1991.11.00,,1991.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Backbeach, Halls Head",BODY BOARDING,14.0,N,Unspecified,Nov
1992.01.29.a,1992-01-29,1992.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,New South Wales,Tweed Heads,BODY BOARDING,19.0,N,night,Jan
2013.11.23.a,2013-11-23,2013.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,Gracetown,SURFING,35.0,Y,day-morning,Nov
2012.12.30,2012-12-30,2012.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,SURFING,23.0,N,afternoon,Dec
1931.08.01,1931-08-01,1931.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Port Douglas,OTHER,,Y,Unspecified,Aug
1931.11.26,1931-11-26,1931.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,OTHER,45.0,N,Unspecified,Nov
1991.09.08,1991-09-08,1991.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,South Australia,"Snapper Point, Aldinga Beach, Adelaide",DIVING,19.0,Y,afternoon,Sep
1933.07.03,1933-07-03,1933.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Broome,DIVING,,N,Unspecified,Jul
1933.05.23,1933-05-23,1933.0,M,Provoked,Unknown,AUSTRALIA,Queensland,Off Stradbroke Island,FISHING,,N,Unspecified,May
1933.06.08.R,1933-06-08,1933.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Currumbin,FLOATING,,N,Unspecified,Jun
2013.08.25,2013-08-25,2013.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Smiths,OTHER,,N,afternoon,Aug
1933.02.26,1933-02-26,1933.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Sydney,OTHER,,N,Unspecified,Feb
1933.02.15.R,1933-02-15,1933.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",OTHER,,N,Unspecified,Feb
1933.02.14,1933-02-14,1933.0,,Provoked,Unknown,AUSTRALIA,South Australia,Adelaide,,,N,Unspecified,Feb
1933.02.12,1933-02-12,1933.0,M,Provoked,BLUE SHARK,AUSTRALIA,South Australia,"Port River, Adelaide",FISHING,,N,Unspecified,Feb
2013.10.08,2013-10-08,2013.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",OTHER,55.0,N,day-morning,Oct
2004.06.10.b,2004-06-10,2004.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,Western Australia,Bunbury,BODY BOARDING,17.0,N,afternoon,Jun
1932.10.31,1932-10-31,1932.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",SWIMMING,24.0,N,day-morning,Oct
1932.08.30.b,1932-08-30,1932.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,Bondi,,,N,Unspecified,Aug
1932.08.30.a,1932-08-30,1932.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,Newcastle,,,N,Unspecified,Aug
1932.08.09,1932-08-09,1932.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,,DIVING,,N,Unspecified,Aug
1932.05.12,1932-05-12,1932.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Near Warrior Reefs,DIVING,,Y,Unspecified,May
1932.05.00,,1932.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Thursday Island,DIVING,,N,Unspecified,May
1932.02.13,1932-02-13,1932.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Calliope River,OTHER,,N,Unspecified,Feb
1932.01.27,1932-01-27,1932.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Ipswich,SWIMMING,,N,afternoon,Jan
1932.01.11,1932-01-11,1932.0,,Provoked,NURSE SHARK,AUSTRALIA,Victoria,Frankston,FISHING,,Unknown,Unspecified,Jan
1933.01.04,1933-01-04,1933.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",SWIMMING,38.0,Y,afternoon,Jan
2012.12.28,2012-12-28,2012.0,M,Unprovoked,BULL SHARK,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",ON SURFBOARD,29.0,N,day-morning,Dec
1935.11.13,1935-11-13,1935.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,OTHER,20.0,N,Unspecified,Nov
2012.12.19,2012-12-19,2012.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Western Australia,Trigg Beach,SURFING,32.0,N,day-morning,Dec
1939.12.14,1939-12-14,1939.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",SWIMMING,20.0,Y,afternoon,Dec
2012.04.11,2012-04-11,2012.0,M,Provoked,WHITE SHARK,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",ON BOAT,27.0,N,Unspecified,Apr
1939.11.23,1939-11-23,1939.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Wollongong,,,N,Unspecified,Nov
1939.11.11,1939-11-11,1939.0,,Provoked,WHALER SHARK,AUSTRALIA,New South Wales,Maroubra,,,N,Unspecified,Nov
1939.11.09,1939-11-09,1939.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Wollongong,,,Unknown,Unspecified,Nov
1939.11.06,1939-11-06,1939.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Wollongong,,,Unknown,Unspecified,Nov
1939.10.25.R,1939-10-25,1939.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,Near Restoration Rock off Portland Roads ,OTHER,27.0,N,Unspecified,Oct
2002.12.20,2002-12-20,2002.0,M,Unspecified,Unknown,AUSTRALIA,Queensland,Golden Beach,SWIMMING,11.0,Unknown,Unspecified,Dec
2002.12.16,2002-12-16,2002.0,M,Unprovoked,BULL SHARK,AUSTRALIA,Queensland,Miami Lake,SWIMMING,23.0,Y,night-morning,Dec
1939.12.28,1939-12-28,1939.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,"Cabramatta Creek, George’s River ",SWIMMING,40.0,Unknown,Unspecified,Dec
1939.01.12,1939-01-12,1939.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Clarence River,OTHER,,N,Unspecified,Jan
1938.10.05,1938-10-05,1938.0,M,Provoked,TIGER SHARK,AUSTRALIA,Queensland,Between Wynnum & St. Helena Island,FISHING,18.0,N,afternoon,Oct
2012.06.03,2012-06-03,2012.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",SURFING,30.0,N,afternoon,Jun
2012.06.12,2012-06-12,2012.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Port Campbell,SURFING,42.0,N,day-morning,Jun
1938.07.12,1938-07-12,1938.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Off Bathurst Island,OTHER,25.0,Y,Unspecified,Jul
1938.06.08,1938-06-08,1938.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Manly,OTHER,,N,Unspecified,Jun
1938.01.21,1938-01-21,1938.0,M,Provoked,TIGER SHARK,AUSTRALIA,New South Wales,Tweed Heads,FISHING,,N,Unspecified,Jan
1938.01.14,1938-01-14,1938.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,"Lady Martin’s Beach, Sydney Harbor",OTHER,24.0,Unknown,afternoon,Jan
1938.01.02,1938-01-02,1938.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Cronulla,SURFING,,N,Unspecified,Jan
1990.11.28,1990-11-28,1990.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Nerang River,SWIMMING,26.0,N,Unspecified,Nov
1938.12.27,1938-12-27,1938.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"North Beach, Belligen River",SWIMMING,19.0,Y,Unspecified,Dec
1938.00.00.b,,1938.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,,DIVING,17.0,N,Unspecified,Unk
2012.03.31,2012-03-31,2012.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,Stratham Beach,DIVING,33.0,Y,day-morning,Mar
2012.03.22,2012-03-22,2012.0,,Provoked,WHITE SHARK,AUSTRALIA,Western Australia,Kalbarri,OTHER,,N,night-morning,Mar
1941.11.19,1941-11-19,1941.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Shark Bay,OTHER,,N,Unspecified,Nov
1941.08.05,1941-08-05,1941.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Parramata River,SWIMMING,,Unknown,Unspecified,Aug
1955.02.00,,1955.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Coff’s Harbor,OTHER,,N,Unspecified,Feb
2012.01.02,2012-01-02,2012.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,Duranbah,SPEARFISHING,34.0,N,day-morning,Jan
2012.01.03,2012-01-03,2012.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,North Avoca Beach,SURFING,28.0,N,night,Jan
1940.12.28,1940-12-28,1940.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",OTHER,23.0,Y,day-morning,Dec
2012.01.18.a,2012-01-18,2012.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,Redhead Beach,SURFING,44.0,N,afternoon,Jan
2012.01.19,2012-01-19,2012.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Western Australia,Coral Bay,SNORKELING,26.0,N,afternoon,Jan
1940.12.19.R,1940-12-19,1940.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Double Island Beach,FISHING,,N,Unspecified,Dec
1940.01.01,1940-01-01,1940.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Malagil, Barrier Reef",DIVING,,N,Unspecified,Jan
2012.02.06,2012-02-06,2012.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Wurtulla,SURFING,29.0,N,afternoon,Feb
2012.02.25,2012-02-25,2012.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,New South Wales,Broughton Island,FISHING,,N,afternoon,Feb
1940.02.20,1940-02-20,1940.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Sydney Harbour,ON BOAT,,N,afternoon,Feb
1940.02.04,1940-02-04,1940.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",BATHING,55.0,Y,afternoon,Feb
2012.03.06.a,2012-03-06,2012.0,F,Provoked,NURSE SHARK,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium",OTHER,34.0,N,day-morning,Mar
2002.12.21,2002-12-21,2002.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,DIVING,26.0,N,Unspecified,Dec
1940.01.29,1940-01-29,1940.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Brisbane River,OTHER,17.0,N,Unspecified,Jan
1940.01.23,1940-01-23,1940.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",SWIMMING,13.0,Y,day-morning,Jan
1940.01.15,1940-01-15,1940.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",SWIMMING,22.0,N,afternoon,Jan
2000.05.09,2000-05-09,2000.0,,Unspecified,Unknown,AUSTRALIA,Victoria,"Koonya Beach, Melbourne",,,Unknown,Unspecified,May
1940.03.20,1940-03-20,1940.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Gerringong,OTHER,,N,Unspecified,Mar
1941.12.03,1941-12-03,1941.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Carnarvon,SWIMMING,10.0,N,night,Dec
2012.06.20,2012-06-20,2012.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",SURFING,62.0,N,day-morning,Jun
2012.06.22.b,2012-06-22,2012.0,M,Unprovoked,Unknown,AUSTRALIA,Tasmania,South Cape Bay,SURFING,,N,Unspecified,Jun
1936.11.27,1936-11-27,1936.0,M,Provoked,Unknown,AUSTRALIA,Torres Strait,Near Thursday Island,SPEARFISHING,,N,Unspecified,Nov
1936.08.24,1936-08-24,1936.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Torres Strait,Near Mabuiag Island,OTHER,,N,Unspecified,Aug
1936.08.04,1936-08-04,1936.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Bathurst Island,DIVING,,N,Unspecified,Aug
2012.10.02,2012-10-02,2012.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",OTHER,11.0,N,afternoon,Oct
1936.07.07,1936-07-07,1936.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,Off Nepean Island,DIVING,,N,Unspecified,Jul
